time,latitude,longitude,depth,mag,place
2010-01-15T02:13:52.130Z,33.1793333,-115.6083333,1.803,3.52,"11km NW of Calipatria, CA"
2010-01-15T04:52:33.480Z,36.0325,-117.839,0.603,2.53,"10km E of Coso Junction, CA"
2010-01-15T07:03:24.750Z,40.621,-124.376,14,2.6,offshore Northern California
2010-01-15T08:23:27.340Z,36.031,-117.843,0.103,4.41,"10km E of Coso Junction, CA"
2010-01-15T08:24:16.010Z,36.0316667,-117.8368333,-0.836,2.53,"10km E of Coso Junction, CA"
2010-01-15T08:24:37.640Z,36.023,-117.8336667,3.961,2,"11km ESE of Coso Junction, CA"
2010-01-15T08:25:15.440Z,36.032,-117.8425,-0.347,2,"10km E of Coso Junction, CA"
2010-01-15T08:25:23.100Z,36.0303333,-117.8325,2.031,2.5,"10km E of Coso Junction, CA"
2010-01-15T08:35:27.150Z,36.0331667,-117.8421667,0.363,2.03,"10km E of Coso Junction, CA"
2010-01-15T08:43:11.400Z,36.0341667,-117.8356667,-0.357,2.09,"10km E of Coso Junction, CA"
2010-01-15T08:43:41.280Z,36.0328333,-117.8398333,-0.757,2.85,"10km E of Coso Junction, CA"
2010-01-15T08:44:38.630Z,36.0265,-117.8371667,0.123,2.21,"10km ESE of Coso Junction, CA"
2010-01-15T09:24:32.370Z,36.0336667,-117.8398333,1.063,2.03,"10km E of Coso Junction, CA"
2010-01-15T09:25:13.940Z,36.0341667,-117.8428333,0.483,2.97,"10km E of Coso Junction, CA"
2010-01-15T09:26:50.030Z,36.0328333,-117.8345,-0.547,2.22,"10km E of Coso Junction, CA"
2010-01-15T09:28:18.960Z,36.032,-117.8385,-0.327,3.53,"10km E of Coso Junction, CA"
2010-01-15T10:29:58.630Z,36.0291667,-117.8398333,0.443,3.61,"10km E of Coso Junction, CA"
2010-01-15T11:27:48.460Z,33.1853333,-115.6111667,3.053,2.04,"10km SW of Niland, CA"
2010-01-15T12:36:10.000Z,37.57,-121.84,12,2,"San Francisco Bay area, California"
2010-01-15T13:39:31.390Z,36.036,-117.8483333,0.013,3.4,"9km E of Coso Junction, CA"
2010-01-15T13:40:50.870Z,36.0331667,-117.8445,0.083,2.04,"9km E of Coso Junction, CA"
2010-01-15T13:42:13.380Z,36.0375,-117.8428333,0.223,2.19,"10km E of Coso Junction, CA"
2010-01-15T14:20:49.500Z,36.0371667,-117.8461667,1.653,2.9,"9km E of Coso Junction, CA"
2010-01-15T20:31:32.750Z,36.0401667,-117.829,0.433,2.16,"11km E of Coso Junction, CA"
2010-01-15T20:47:26.640Z,33.1843333,-115.6086667,2.173,2.03,"10km SW of Niland, CA"
2010-01-15T23:19:53.530Z,34.0548333,-117.266,17.874,2.74,"1km NNW of Loma Linda, CA"
2010-01-15T23:25:45.200Z,33.9645,-116.8793333,8.292,2.48,"4km N of Banning, CA"
2010-01-16T06:28:39.440Z,36.0236667,-117.7841667,1.223,2.09,"15km NE of Little Lake, CA"
2010-01-16T06:36:18.600Z,36.0376667,-117.8443333,0.123,3.43,"9km E of Coso Junction, CA"
2010-01-16T06:46:18.890Z,36.026,-117.8393333,1.973,2.23,"10km ESE of Coso Junction, CA"
2010-01-16T06:46:36.380Z,36.0341667,-117.8451667,-0.356,2.47,"9km E of Coso Junction, CA"
2010-01-16T12:03:25.700Z,33.9321667,-117.0231667,13.143,4.28,"4km W of Beaumont, CA"
2010-01-16T12:06:40.500Z,33.9315,-117.0308333,15.063,2.27,"5km W of Beaumont, CA"
2010-01-17T09:42:32.200Z,33.95,-118.4001667,15.294,2.01,"4km NNE of El Segundo, CA"
2010-01-17T14:16:07.020Z,36.0631667,-120.6751667,6.456,2.1,"29km NW of Parkfield, CA"
2010-01-17T17:36:00.630Z,35.8236667,-118.5416667,4.283,2.23,"13km NW of Kernville, CA"
2010-01-17T18:48:31.120Z,36.0348333,-117.8451667,1.293,2.34,"9km E of Coso Junction, CA"
2010-01-17T19:12:20.600Z,36.0345,-117.8441667,0.753,2.12,"9km E of Coso Junction, CA"
2010-01-17T23:21:34.200Z,34.3091667,-118.312,2.924,2.26,"6km N of Sunland, CA"
2010-01-18T04:50:45.680Z,36.0333333,-117.8446667,0.823,2.91,"9km E of Coso Junction, CA"
2010-01-18T06:34:55.830Z,36.036,-117.8411667,1.783,2.84,"10km E of Coso Junction, CA"
2010-01-18T09:01:44.560Z,32.618,-115.6605,11.713,2.16,"8km WNW of Progreso, B.C., MX"
2010-01-18T09:03:19.435Z,38.6825,-119.4711,11.4,3.5,"15km SW of Smith Valley, Nevada"
2010-01-18T14:47:58.990Z,33.6838333,-116.7051667,14.997,2.36,"6km SSE of Idyllwild, CA"
2010-01-18T16:46:43.360Z,36.0298333,-117.845,2.083,2.11,"9km E of Coso Junction, CA"
2010-01-18T17:55:53.330Z,35.7356667,-117.6388333,8.659,2.49,"13km NNE of Ridgecrest, CA"
2010-01-20T00:18:28.120Z,32.9913333,-116.3586667,7.744,2.04,"25km ESE of Julian, CA"
2010-01-20T02:33:55.010Z,32.9903333,-116.3635,4.027,2.4,"24km ESE of Julian, CA"
2010-01-20T05:51:08.620Z,33.523,-118.2441667,0.835,2.63,"22km NNE of Avalon, CA"
2010-01-20T07:47:56.240Z,37.479,-121.801,9.4,2.5,"San Francisco Bay area, California"
2010-01-20T09:15:24.930Z,34.1933333,-117.5666667,8.486,2.51,"8km N of Rancho Cucamonga, CA"
2010-01-20T11:51:46.750Z,32.9901667,-116.3606667,4.497,3.37,"24km NE of Pine Valley, CA"
2010-01-20T11:52:51.170Z,32.9948333,-116.3601667,4.937,2.31,"24km ESE of Julian, CA"
2010-01-20T12:19:57.240Z,37.48,-121.799,10.1,2.2,"San Francisco Bay area, California"
2010-01-20T14:55:05.200Z,37.4988333,-118.7328333,2.712,2.2,"27km SE of Mammoth Lakes, CA"
2010-01-21T01:39:51.300Z,37.496,-121.841,9.2,2,"San Francisco Bay area, California"
2010-01-22T02:52:29.550Z,39.0448333,-118.8143333,3.535,3.2,"31km ENE of Yerington, NV"
2010-01-22T06:52:29.840Z,33.474,-116.4651667,10.551,2.4,"21km ESE of Anza, CA"
2010-01-22T07:24:56.290Z,33.4718333,-116.4706667,9.314,2.63,"21km ESE of Anza, CA"
2010-01-22T07:25:12.300Z,33.4805,-116.4571667,8.201,2.37,"22km ESE of Anza, CA"
2010-01-22T11:04:38.140Z,36.705,-121.336,2.7,2.4,Central California
2010-01-22T14:30:08.480Z,33.7441667,-116.9096667,10.746,2.09,"2km WSW of Valle Vista, CA"
2010-01-22T14:34:31.280Z,32.4725,-115.1826667,5.978,2.56,"13km N of Delta, B.C., MX"
2010-01-23T13:16:16.800Z,33.1545,-115.6403333,1.823,2.57,"12km WNW of Calipatria, CA"
2010-01-23T13:17:17.010Z,33.1568333,-115.6465,2.663,3.03,"13km WNW of Calipatria, CA"
2010-01-23T13:33:55.510Z,33.158,-115.6431667,1.193,2.13,"12km WNW of Calipatria, CA"
2010-01-23T13:40:34.150Z,33.1571667,-115.6431667,1.703,2.53,"12km WNW of Calipatria, CA"
2010-01-23T21:36:25.650Z,36.1108333,-117.6555,0.052,2.02,"27km ENE of Coso Junction, CA"
2010-01-24T04:28:19.920Z,37.5076667,-118.8835,2.19,2.3,"17km SSE of Mammoth Lakes, CA"
2010-01-24T07:30:35.870Z,37.86,-121.799,14.3,2,"San Francisco Bay area, California"
2010-01-24T11:24:47.180Z,34.4748333,-116.5131667,7.919,2.92,"39km NE of Big Bear City, CA"
2010-01-24T22:41:19.970Z,33.924,-116.5733333,11.644,2.61,"4km NW of Garnet, CA"
2010-01-25T08:18:10.420Z,37.54,-121.797,5.8,2.5,"San Francisco Bay area, California"
2010-01-25T12:26:04.870Z,37.0733333,-117.7705,4.727,2.2,"47km ESE of Big Pine, CA"
2010-01-26T04:20:27.700Z,37.477,-121.79,7.8,2,"San Francisco Bay area, California"
2010-01-26T11:07:32.510Z,33.8706667,-116.8466667,10.507,2.32,"7km SSE of Banning, CA"
2010-01-26T12:53:04.050Z,37.877,-122.257,9.4,2.2,"San Francisco Bay area, California"
2010-01-27T04:55:12.530Z,33.2998333,-116.313,11.473,2.57,"8km NE of Borrego Springs, CA"
2010-01-27T09:35:19.140Z,34.03,-117.2351667,16.572,2.33,"3km SE of Loma Linda, CA"
2010-01-27T12:35:52.110Z,32.7781667,-115.4425,14.378,2.22,"7km WSW of Holtville, CA"
2010-01-28T01:02:06.710Z,33.8991667,-117.778,0.254,2.28,"3km ENE of Yorba Linda, CA"
2010-01-28T06:34:15.310Z,38.816,-122.817,2.5,2.6,Northern California
2010-01-28T10:30:39.540Z,32.7378333,-115.406,14.99,3.27,"8km SSW of Holtville, CA"
2010-01-28T14:56:55.690Z,35.3971667,-118.6403333,5.041,2.39,"25km SSW of Bodfish, CA"
2010-01-28T23:42:20.330Z,37.473,-121.799,10,2.5,"San Francisco Bay area, California"
2010-01-29T07:58:12.750Z,36.469,-121.0858333,5.62,2.3,"22km NE of Greenfield, CA"
2010-01-29T11:04:12.100Z,32.7165,-115.3988333,14.99,2.56,"10km NE of Mexicali, B.C., MX"
2010-01-29T15:33:11.980Z,32.743,-115.408,18.732,2.14,"8km SSW of Holtville, CA"
2010-01-29T22:04:35.990Z,32.757,-115.4131667,18.811,2.11,"7km SSW of Holtville, CA"
2010-01-30T09:32:30.860Z,38.9,-123.0268333,5.705,3.6,"10km N of Cloverdale, CA"
2010-01-30T11:25:59.720Z,36.1025,-117.8903333,3.327,2.64,"8km NE of Coso Junction, CA"
2010-01-30T12:50:12.440Z,32.7403333,-115.408,19.93,2.22,"8km SSW of Holtville, CA"
2010-01-30T13:46:12.130Z,34.0988333,-117.3128333,17.188,2.15,"3km N of Colton, CA"
2010-01-30T14:19:28.000Z,37.479,-121.806,9.9,2.7,"San Francisco Bay area, California"
2010-01-30T21:36:53.330Z,36.1068333,-117.721,1.239,2.39,"22km ENE of Coso Junction, CA"
2010-01-31T05:38:58.740Z,32.735,-115.4021667,14.99,3.09,"9km SSW of Holtville, CA"
2010-01-31T05:41:02.880Z,32.738,-115.4058333,16.61,2.43,"8km SSW of Holtville, CA"
2010-01-31T06:14:03.180Z,32.7331667,-115.3976667,17.095,2.76,"9km S of Holtville, CA"
2010-01-31T13:31:59.850Z,36.1095,-117.7203333,1.179,2.16,"22km ENE of Coso Junction, CA"
2010-01-31T20:31:40.080Z,37.476,-121.801,9.4,2.4,"San Francisco Bay area, California"
2010-01-31T20:37:45.140Z,40.153,-122.127,27.9,3,Northern California
2010-02-01T04:21:55.200Z,35.2338333,-118.5908333,5.013,2.79,"17km NW of Tehachapi, CA"
2010-02-02T06:24:59.440Z,36.4963333,-121.013,13.15,2.26,"28km NE of Greenfield, CA"
2010-02-02T06:42:50.950Z,35.2698333,-118.5891667,8.228,2.01,"20km NW of Tehachapi, CA"
2010-02-02T13:50:00.890Z,33.1753333,-115.6046667,2.163,2.35,"10km WNW of Calipatria, CA"
2010-02-02T17:30:19.830Z,35.3973333,-119.106,23.179,2.1,"4km ENE of Rosedale, CA"
2010-02-03T11:51:24.380Z,35.904,-114.553,5,2.3,Arizona
2010-02-04T00:24:55.840Z,32.5103333,-115.2446667,5.987,2.39,"12km ESE of Puebla, B.C., MX"
2010-02-04T10:20:52.010Z,33.9511667,-116.7276667,18.385,2.81,"7km NE of Cabazon, CA"
2010-02-05T03:52:16.240Z,33.0048333,-115.8291667,3.846,2.11,"20km W of Westmorland, CA"
2010-02-05T11:57:50.870Z,37.599,-122.45,9.4,2.3,"San Francisco Bay area, California"
2010-02-05T13:18:29.690Z,40.67,-123.903,21.9,2.3,Northern California
2010-02-05T15:34:21.860Z,33.6175,-116.7185,17.198,2.33,"8km NNW of Anza, CA"
2010-02-05T20:17:35.840Z,35.8901667,-118.6548333,11.736,2.46,"26km NW of Kernville, CA"
2010-02-06T03:57:12.860Z,32.751,-115.6406667,14.748,2.55,"9km WSW of El Centro, CA"
2010-02-06T03:57:42.480Z,32.7796667,-115.6711667,7.278,2.44,"11km W of El Centro, CA"
2010-02-06T04:02:40.560Z,32.7505,-115.6261667,14.798,2.05,"8km WSW of El Centro, CA"
2010-02-06T06:58:46.860Z,35.5801667,-120.814,5.476,2.8,"10km WNW of Templeton, CA"
2010-02-06T07:55:12.970Z,38.422,-122.244,3.9,2,Northern California
2010-02-06T09:00:41.640Z,36.6153333,-121.2901667,5.62,2.8,"18km NE of Gonzales, CA"
2010-02-06T09:12:27.220Z,32.7588333,-115.6291667,15.368,3.11,"7km WSW of El Centro, CA"
2010-02-06T11:34:00.270Z,32.7551667,-115.6475,14.835,2.03,"9km WSW of El Centro, CA"
2010-02-06T13:07:31.860Z,40.831,-123.338,34,3.2,Northern California
2010-02-06T15:47:07.660Z,35.039,-119.0423333,11.009,2.37,"15km NW of Grapevine, CA"
2010-02-06T22:52:57.510Z,33.4123333,-116.6281667,6.541,2.9,"14km N of Warner Springs, CA"
2010-02-07T02:01:24.450Z,35.801,-120.3435,5.028,3.48,"10km NNW of Cholame, CA"
2010-02-07T02:45:24.180Z,37.298,-121.096,9.3,2.8,Northern California
2010-02-07T03:22:50.530Z,36.474,-121.046,4.12,2.8,"25km NE of Greenfield, CA"
2010-02-07T12:09:06.690Z,33.5813333,-118.3251667,0.219,2.18,"17km S of San Pedro, CA"
2010-02-07T12:34:37.660Z,36.0136667,-117.7895,0.413,2.91,"14km NE of Little Lake, CA"
2010-02-08T03:39:18.620Z,37.475,-121.781,9.2,2.5,"San Francisco Bay area, California"
2010-02-08T04:41:45.640Z,33.9465,-116.6503333,11.515,2.51,"11km WNW of Garnet, CA"
2010-02-08T05:16:05.590Z,33.3528333,-116.4353333,12.916,2.32,"12km NNW of Borrego Springs, CA"
2010-02-08T06:18:51.730Z,35.9706667,-117.663,1.638,2.46,"22km E of Little Lake, CA"
2010-02-08T19:03:10.480Z,32.8361667,-116.1376667,7.571,2.15,"18km NW of Ocotillo, CA"
2010-02-08T19:56:24.760Z,36.723,-121.364,1.153,3.5,"10km S of Ridgemark, CA"
2010-02-08T20:48:32.520Z,32.5275,-115.2338333,27.167,2.31,"12km ESE of Puebla, B.C., MX"
2010-02-09T02:01:05.010Z,36.5318333,-121.0746667,5.557,2.5,"26km ENE of Soledad, CA"
2010-02-09T05:14:40.780Z,34.7126667,-116.2951667,7.511,2.01,"12km W of Ludlow, CA"
2010-02-09T08:16:06.820Z,38.817,-122.807,4.2,2.9,Northern California
2010-02-09T11:56:30.200Z,33.3871667,-116.3463333,7.168,2.17,"15km N of Borrego Springs, CA"
2010-02-09T17:13:52.470Z,38.906,-122.587,6.5,2,Northern California
2010-02-10T03:48:23.700Z,33.4793333,-116.5336667,11.414,2.55,"16km ESE of Anza, CA"
2010-02-10T11:27:44.550Z,33.6913333,-116.8191667,15.241,2.84,"9km SE of Valle Vista, CA"
2010-02-10T15:42:16.110Z,34.01,-117.2075,15.26,2.27,"6km SSW of Redlands, CA"
2010-02-11T08:33:43.010Z,35.9273333,-120.4765,6.474,3.28,"5km NW of Parkfield, CA"
2010-02-11T14:33:36.420Z,38.785,-122.734,2.3,2.3,Northern California
2010-02-11T15:35:40.660Z,32.624,-115.5928333,15.814,2.78,"5km N of Progreso, B.C., MX"
2010-02-11T18:31:49.500Z,36.3765,-117.8385,0.909,2.01,"18km NE of Olancha, CA"
2010-02-11T21:00:32.260Z,34.1021667,-116.9988333,9.166,2.34,"9km NNE of Yucaipa, CA"
2010-02-11T23:07:52.760Z,35.73,-121.108,10.575,2.21,"19km N of Cambria, CA"
2010-02-12T01:29:33.110Z,36.3758333,-117.85,-0.943,2.02,"17km NE of Olancha, CA"
2010-02-12T04:37:32.410Z,40.769,-119.311,10.2,3.2,Nevada
2010-02-12T04:56:06.350Z,34.3826667,-117.1513333,3.869,2.06,"14km SSE of Apple Valley, CA"
2010-02-12T10:10:02.490Z,34.1036667,-116.9971667,10.29,2.21,"9km NNE of Yucaipa, CA"
2010-02-12T17:50:39.920Z,38.806,-122.79,2.2,3,Northern California
2010-02-12T19:25:22.280Z,37.4743333,-118.8146667,2.64,2.26,"23km SE of Mammoth Lakes, CA"
2010-02-12T22:31:04.430Z,34.8768333,-116.9275,6.765,2.32,"9km ESE of Barstow, CA"
2010-02-13T02:10:19.380Z,33.3515,-116.389,9.806,2.22,"11km N of Borrego Springs, CA"
2010-02-13T09:33:33.600Z,37.4733333,-118.8183333,3.59,2.5,"23km SE of Mammoth Lakes, CA"
2010-02-13T13:48:10.960Z,35.3095,-118.5938333,4.541,2.03,"24km NNW of Tehachapi, CA"
2010-02-13T15:43:58.600Z,35.586,-121.08,5.667,2.7,"2km N of Cambria, CA"
2010-02-13T16:34:39.030Z,32.7086667,-116.0133333,6.359,3.38,"4km SSW of Ocotillo, CA"
2010-02-13T16:48:33.560Z,32.7086667,-116.0111667,5.389,2.35,"3km SSW of Ocotillo, CA"
2010-02-13T17:03:07.790Z,34.0006667,-117.1841667,8.246,2.54,"6km S of Redlands, CA"
2010-02-13T19:38:03.740Z,34.3945,-116.4603333,4.359,2.22,"31km N of Yucca Valley, CA"
2010-02-13T21:39:06.600Z,34.0045,-117.1796667,8.025,4.1,"6km S of Redlands, CA"
2010-02-13T21:41:31.170Z,34.0005,-117.186,9.526,2.41,"6km S of Redlands, CA"
2010-02-13T21:54:40.880Z,34.0045,-117.1865,8.945,2.52,"6km S of Redlands, CA"
2010-02-13T22:09:03.520Z,34.0058333,-117.186,8.245,2.54,"6km S of Redlands, CA"
2010-02-13T23:25:41.870Z,33.9988333,-117.1856667,8.372,2.11,"6km S of Redlands, CA"
2010-02-14T00:01:13.800Z,32.6866667,-116.008,13.429,3.09,"6km SSW of Ocotillo, CA"
2010-02-14T00:37:58.040Z,36.1125,-117.715,0.993,2.98,"22km ENE of Coso Junction, CA"
2010-02-14T00:43:59.910Z,38.243,-122.173,8.9,2.5,Northern California
2010-02-14T03:33:24.690Z,36.4348333,-117.934,-2.006,2.46,"18km NNE of Olancha, CA"
2010-02-14T06:58:27.140Z,33.2333333,-115.6995,3.293,3.04,"13km SSE of Bombay Beach, CA"
2010-02-14T09:10:34.930Z,38.7636667,-118.591,3.418,2.55,"27km N of Hawthorne, NV"
2010-02-14T12:44:06.220Z,36.0596667,-117.8706667,2.859,2.16,"7km ENE of Coso Junction, CA"
2010-02-14T17:57:26.310Z,36.0691667,-117.8658333,0.593,2.11,"8km ENE of Coso Junction, CA"
2010-02-14T18:52:35.770Z,37.2556667,-118.6023333,9.843,2.4,"18km SW of West Bishop, CA"
2010-02-14T19:43:37.140Z,34.0045,-117.1933333,7.16,2.21,"6km S of Redlands, CA"
2010-02-14T19:43:43.450Z,34.0008333,-117.1923333,4.9,2.37,"6km S of Redlands, CA"
2010-02-15T00:07:09.360Z,36.0735,-117.8658333,-1.147,4.05,"8km ENE of Coso Junction, CA"
2010-02-15T00:10:55.310Z,36.0765,-117.8673333,-0.007,2.6,"8km ENE of Coso Junction, CA"
